Consumer,Producer,Consumerrating,Producerrating,Consumerdis,Consumersat,Consumercum_dis,Consumercum_sat,Producerdis,Producersat,Producercum_dis,Producercum_sat,honesty,bayesT,Consumerbel,Consumerdisbel,Consumerunc,ConsumerT,ConsumerT_dash,Consumersum_tdt
101.0,100.0,0.5495484943071747,0.24732056989005757,0.003519152388225198,0.012105847611774802,0.003519152388225198,0.012105847611774802,0.005880308047733925,0.009744691952266075,0.005880308047733925,0.009744691952266075,0.6236602849450288,0.7747742471535873,0.728171284918785,0.21167833914136527,0.06015037593984962,0.728171284918785,0.27182871508121487,0.9999999999999999
101.0,100.0,0.7129769175262258,0.3882060079666495,0.004484735663652721,0.02676526433634728,0.00800388805187792,0.03887111194812208,0.009559281125521102,0.021690718874478897,0.015439589173255027,0.031435410826744975,0.6588816444641767,0.8156313529583501,0.8119292312923672,0.16718304024810274,0.020887728459530026,0.8119292312923672,0.18807076870763276,0.9999999999999999
101.0,100.0,0.052922784921496935,0.8056976310967264,0.02959616297120322,0.032903837028796776,0.037600051023081144,0.07177494897691886,0.006071949028227299,0.0564280509717727,0.021511538201482328,0.08786346179851767,0.7507989211783489,0.7141929223960188,0.6502826634375434,0.34065731391239995,0.009060022650056626,0.6502826634375434,0.34971733656245657,1.0
101.0,100.0,0.08183092224242561,0.8470388948457462,0.0573855673598484,0.0676144326401516,0.09498561838292954,0.13938938161707046,0.00956006907214086,0.11543993092785915,0.031071607273623188,0.20330339272637682,0.8180848179788445,0.6452708680711046,0.592201302674755,0.4035501577607203,0.004248539564524694,0.592201302674755,0.407798697325245,1.0
101.0,100.0,0.01038913160098831,0.588768672128503,0.12370135854987646,0.12629864145012354,0.218686976932806,0.26568802306719397,0.05140391598393712,0.19859608401606288,0.0824755232575603,0.4018994767424397,0.8244170487537912,0.5926504569499847,0.54738711937614,0.45055261794036777,0.0020602626834921455,0.54738711937614,0.4526128806238599,1.0
101.0,100.0,0.01898177467638007,0.07824403650025669,0.24525455633090498,0.254745443669095,0.463941533263711,0.520433466736289,0.23043899087493583,0.2695610091250642,0.31291451413249616,0.671460485867504,0.7497103572873862,0.5590734826439302,0.528157774183726,0.4708273837510704,0.0010148420652036027,0.528157774183726,0.471842225816274,1.0
101.0,100.0,0.4245593979593465,0.32928350269842177,0.28772030102032675,0.7122796989796732,0.7516618342840378,1.2327131657159622,0.3353582486507891,0.6646417513492109,0.6482727627832853,1.3361022372167148,0.7104282836289719,0.5910221073809442,0.6208968913761694,0.378599425440553,0.0005036831832777183,0.6208968913761694,0.3791031086238307,1.0
102.0,100.0,0.5726275274804593,0.6179512354870914,0.026710779532471293,0.0982892204675287,0.026710779532471293,0.0982892204675287,0.023878047782056787,0.1011219522179432,0.023878047782056787,0.1011219522179432,0.8089756177435456,0.7863137637402297,0.7800731783137199,0.21199031374977217,0.007936507936507936,0.7800731783137199,0.2199268216862801,1.0
102.0,100.0,0.7586116650582274,0.18486494732177716,0.030173541867721573,0.2198264581322784,0.05688432140019287,0.3181156785998071,0.10189188158477785,0.14810811841522215,0.12576992936683465,0.24923007063316535,0.7007040457022171,0.8328097981346717,0.8460523367016146,0.15128808883030018,0.0026595744680851063,0.8460523367016146,0.15394766329838527,0.9999999999999999
102.0,100.0,0.9579005829868515,0.16917238028208526,0.010524854253287114,0.4894751457467129,0.06740917565347998,0.80759082434652,0.2077069049294787,0.2922930950705213,0.33347683429631336,0.5415231657036866,0.6486365007671238,0.8901787079373498,0.9219073337289041,0.07695111375968035,0.001141552511415525,0.9219073337289041,0.07809266627109587,1.0
