Consumer,Producer,Consumerrating,Producerrating,TAG
112,100,0.7144809118428748,0.47376021439184923,G
110,100,0.8136535384907204,0.29708363745890076,G
110,100,0.22169354201976865,0.5574113479444207,G
112,100,0.035064138070496687,0.06685174677660799,G
114,100,0.40834309611511843,0.6491479472383901,G
112,100,0.7170704583561559,0.16808678159361423,G
110,100,0.05111275900005385,0.3334339180214777,G
112,100,0.24772397138329916,0.8887376499083549,G
111,100,0.7357080678211796,0.9572629981752268,G
112,100,0.2816352803429282,0.5906506546173992,G
110,100,0.714486589503867,0.5184728898648386,G
114,100,0.938445467756264,0.016703365000625303,G
110,100,0.7816756665224724,0.7561025826538078,G
112,100,0.8712617879291955,0.7807691496852602,G
110,100,0.9176778294722905,0.8268691119591509,G
115,100,0.3311878569829204,0.8073704405866089,G
113,100,0.33583290240550445,0.40412379906726825,G
110,100,0.3723635349204101,0.352848535038775,G
112,100,0.6632176912954926,0.5132727121502584,G
113,100,0.992844754404597,0.15933364449762344,G
115,100,0.8700777265636007,0.7141756473923168,G
110,100,0.2653293678056491,0.17962355134913344,G
115,100,0.22864392949474,0.2853773878474479,G
113,100,0.06610483597657357,0.9878809421838131,G
114,100,0.2865733746975888,0.58721290260627,G
114,100,0.3464863538099766,0.34260063402109475,G
112,100,0.9702944368690501,0.24195708671592953,G
110,100,0.31998535440689924,0.7717970129670944,G
115,100,0.6468734571099535,0.595759617730258,G
114,100,0.28353358681124896,0.7601491328152165,G
111,100,0.5234387315385725,0.9313423502038954,G
115,100,0.17566394933004437,0.8212593839338728,G
111,100,0.36206508359097034,0.5056156230642501,G
111,100,0.3136363825592414,0.2498726226302309,G
111,100,0.905436106908266,0.04161145675319755,G
113,101,0.8663503643386737,0.43557892328139114,G
111,101,0.15531609559865056,0.42436177642045636,G
110,101,0.3501329427386275,0.5613665040074035,G
114,101,0.680806689696483,0.4680601977633927,G
112,101,0.449975002608789,0.13639826990713178,G
112,101,0.6557641670152077,0.05406126363225516,G
113,101,0.618435673159393,0.9560938150691154,G
112,101,0.7292289687051942,0.04720933232881819,G
115,101,0.171929907822313,0.9667145599986504,G
113,101,0.9880734415652127,0.1002990188096855,G
112,101,0.7628269585564444,0.325802431687104,G
111,101,0.9797139932593815,0.33078154290945117,G
113,101,0.6173189095171916,0.8715213748309644,G
112,101,0.9690683975813589,0.5848421986192391,G
112,101,0.3439122141972891,0.3921122838158193,G
112,101,0.5992694466548839,0.48587663111261403,G
110,101,0.533541948984175,0.8923413800604928,G
110,101,0.5166220185465452,0.6935500672119665,G
114,101,0.2729975112264288,0.503758028684321,G
114,101,0.522538302308322,0.2261802976720272,G
111,101,0.2699146760255431,0.04789901746797298,G
112,101,0.09604317581353305,0.17026993653154432,G
110,101,0.3042105264807916,0.15230802249536324,G
113,101,0.7618752921211406,0.2347171462431472,G
115,101,0.566439355015198,0.4047637993710115,G
111,101,0.6391922683306679,0.665857833906917,G
111,101,0.6718571758740649,0.8144481241070598,G
111,101,0.8879543571575267,0.6066294371069231,G
115,101,0.08256791097938998,0.5113805359241238,G
113,101,0.7726636364434376,0.31334111365950557,G
115,101,0.5876941963229595,0.12433112434119775,G
112,101,0.38388875817281787,0.8198326894559521,G
110,101,0.756037424287075,0.4498878836507313,G
115,101,0.17188983408587488,0.7784131597052297,G
115,102,0.39738255998435623,0.19867152848398328,G
114,102,0.3696476369930931,0.5173543169132947,G
112,102,0.9891408639263443,0.034014634850142555,G
114,102,0.5431035986460626,0.3337465577037616,G
110,102,0.3424024148424365,0.5481516868684696,G
113,102,0.6717032795211413,0.14732942241478808,G
113,102,0.7277795872385966,0.29421802804205044,G
111,102,0.22841446892568928,0.4331947046135294,G
112,102,0.09812335038773701,0.5310126184275703,G
112,102,0.2528120704853929,0.4147031856373832,G
113,102,0.2026183513568589,0.769545143224585,G
115,102,0.18223382735401727,0.5615786155765028,G
113,102,0.23530103114936018,0.1691642042212642,G
111,102,0.180004337138004,0.7019958067929077,G
113,102,0.2620868756127648,0.8146342512174445,G
115,102,0.3417687114400708,0.03527522146440143,G
111,102,0.2962882751420789,0.22114969299877307,G
114,102,0.39450476415211355,0.03805223835591409,G
115,102,0.3220383476837897,0.6366447239979608,G
112,102,0.7423128992390763,0.41203191487208035,G
113,102,0.6452992921743008,0.0022820491800786824,G
113,102,0.2853887912044807,0.896781154498057,G
111,102,0.1263211443149137,0.7955633693838415,G
112,102,0.949177184232144,0.25897009193779774,G
115,102,0.15746880388187756,0.5288855627039265,G
115,102,0.2585418425703794,0.8156371793201017,G
110,102,0.8911506461406877,0.8036393281022914,G
111,102,0.9167045329336965,0.07355687243231801,G
112,102,0.22545586642690552,0.24373063630930958,G
115,102,0.73550359315918,0.46288102527659714,G
114,102,0.18738046629248362,0.6774601392941548,G
110,102,0.37530179760017646,0.835316081642596,G
111,102,0.04834930460890419,0.8557339148553901,G
113,102,0.6173678349338996,0.39960929475974594,G
114,103,0.1494438895308282,0.7072132012761371,G
113,103,0.3003270194337434,0.9891595046657545,G
111,103,0.025440652526324325,0.35930918769587816,G
114,103,0.5939461792131988,0.7926982317322732,G
113,103,0.14642890002456777,0.902313464083229,G
111,103,0.2527460347881375,0.07499621853907357,G
113,103,0.6623325932543597,0.38715519837751955,G
113,103,0.17176142489623902,0.8530285099459177,G
110,103,0.4997450774572072,0.024863838821824857,G
110,103,0.5839457637807417,0.669925491742917,G
110,103,0.7390288513206812,0.026913753742748514,G
113,103,0.5700686193458527,0.5968241185439861,G
111,103,0.4339060137900599,0.1979297271881516,G
115,103,0.8417563702974339,0.8605666377226953,G
113,103,0.8147438933323847,0.3232409344612869,G
110,103,0.7096629016416235,0.46637182292927437,G
114,103,0.08225717293517087,0.21914824254543497,G
110,103,0.6051867028553969,0.9078194118085012,G
113,103,0.10140756087953784,0.33166903827503624,G
110,103,0.12887873232591396,0.8466337764160743,G
112,103,0.14300277444051912,0.8101042386082712,G
111,103,0.06130421106158268,0.13271577001529888,G
115,103,0.8484112849706718,0.6302244920745654,G
113,103,0.4018952895628076,0.8642553539172397,G
114,103,0.7974636447057711,0.8230822320668005,G
113,103,0.9343758608644586,0.5890177204736915,G
114,103,0.5860586165551435,0.6372345767045206,G
111,103,0.978911322989288,0.06247709883994623,G
115,103,0.7244758057591079,0.5328551569502017,G
110,103,0.9568229737711723,0.9924861789731865,G
114,104,0.7092427639057645,0.31654962951608545,G
110,104,0.6205944311996918,0.9860198240801327,G
112,104,0.06193490490008624,0.4414098386855445,G
113,104,0.6194427922036275,0.10139529462916319,G
111,104,0.6033296914334026,0.7457990718837505,G
114,104,0.5073229901225781,0.703054380060215,G
112,104,0.8648721389626535,0.4676951593914168,G
111,104,0.8903232670904981,0.8657612434906469,G
115,104,0.75978278006349,0.854906062870533,G
112,104,0.4636607014011698,0.23130384686483052,G
115,104,0.35063765822354853,0.994366958680649,G
113,104,0.6243605297458328,0.740765903704557,G
114,104,0.9632161507267243,0.13786456936033953,G
111,104,0.08664527726486826,0.16908633290770536,G
115,104,0.5617362490560353,0.8225749139381848,G
114,104,0.15159864370335108,0.12598698980630885,G
115,104,0.20864461929887335,0.653059881463713,G
112,104,0.47557541599326536,0.5939169674052949,G
115,104,0.111988429197179,0.3534182347107273,G
111,104,0.5110940402747227,0.6617537579799913,G
113,104,0.28597095917919946,0.6915854878323149,G
114,104,0.8790370056648565,0.14399315708776161,G
111,104,0.2866992175752643,0.016796355328543733,G
113,104,0.946021891355567,0.13353027752638236,G
112,104,0.7796529180048677,0.7835004915809534,G
111,104,0.9824703218014114,0.18622850134096347,G
110,104,0.9539715273861883,0.5469503502753962,G
115,104,0.1964967713393463,0.9674464838705409,G
110,104,0.5990988427513316,0.09917265400872965,G
114,104,0.7351248257082463,0.5344644176739841,G
110,104,0.9667992024033581,0.2712322813361818,G
112,104,0.9098341634584806,0.9940770824034855,G
111,104,0.7185763396365092,0.6896881477710313,G
113,104,0.47528865625356587,0.944696538942446,G
112,104,0.9826879634193448,0.20489782200403417,G
114,104,0.17834231111018062,0.17632066786274714,G
111,104,0.8587767699720664,0.9581194716613118,G
115,104,0.935458536845465,0.061750097379258184,G
114,105,0.4497244963009409,0.19349089130243502,G
115,105,0.6746571376318098,0.3131620202293547,G
115,105,0.6126719399633338,0.55067185637359,G
110,105,0.45047659950415087,0.5490820050678208,G
112,105,0.9730771075312035,0.9338129301156999,G
115,105,0.42456789735256195,0.07826112572797184,G
115,105,0.8370052938883186,0.4004105487784301,G
114,105,0.7444668566034112,0.9544331035596492,G
111,105,0.43638160731444176,0.8002138144933295,G
111,105,0.5459255369049968,0.1764456049980878,G
115,105,0.9573443788967861,0.39677943554813544,G
113,105,0.021480271585411437,0.21602318740490833,G
113,105,0.6690458871548646,0.1740623608628068,G
113,105,0.015371616596600357,0.5469958681368476,G
114,105,0.6339884706347588,0.15920648246819757,G
114,105,0.9074518033701455,0.31713200697805,G
115,105,0.8785529208702085,0.043699519859821234,G
110,105,0.13885864052401276,0.34291599515240356,G
112,105,0.5312064721990213,0.3864707385879014,G
112,105,0.6156019752606923,0.29521031283454,G
115,105,0.5024001502624602,0.3074675153239561,G
114,105,0.2978712392857522,0.7649974786808742,G
111,105,0.6626453195487243,0.6434092964899206,G
112,105,0.572304698600095,0.6760714767253551,G
114,105,0.9176227521922086,0.9529501353459945,G
114,105,0.1862067120024402,0.8055212006019772,G
113,105,0.539242818912043,0.8025886498821879,G
114,105,0.593997639904078,0.35496273386060895,G
111,105,0.9613987295731297,0.9129779102007988,G
110,105,0.6341225365833583,0.39232753225829575,G
113,105,0.12056453710422521,0.7064694601516622,G
113,105,0.4640809576409437,0.887725227964178,G
110,105,0.6764002579567616,0.9352126521638681,G
112,105,0.6022069127238148,0.7071334762525083,G
111,105,0.7075227366558564,0.5019604282054406,G
115,105,0.8166149298734935,0.7569291846405419,G
112,105,0.7305892977478141,0.10392415719854187,G
115,105,0.8220570383960103,0.041674135817034386,G
111,105,0.45257851244683733,0.9065005230795493,G
114,105,0.09593870068923538,0.6166956631970686,G
112,105,0.22347440418874553,0.23395270502485155,G
112,105,0.6623033814075755,0.11557836833170565,G
110,105,0.4983432701242473,0.9501953837248333,G
111,105,0.85781092577519,0.30052632891855435,G
114,105,0.4027663718100136,0.6577212462700855,G
110,105,0.3411082674078115,0.14556283410772275,G
114,105,0.4533966283975037,0.11028855012128713,G
114,105,0.7640011390165465,0.38833343032359846,G
114,105,0.6777318252484577,0.7932626410719014,G
112,105,0.5917058516267724,0.21068341757105835,G
111,105,0.6700439037868439,0.7519001771728053,G
111,105,0.8660214183060685,0.2750835656889178,G
115,106,0.6335553004792306,0.19432212324399079,G
112,106,0.32111121997319125,0.8225990792918658,G
113,106,0.9307071123439671,0.15982504205937242,G
115,106,0.4564179833887635,0.04639982203056792,G
113,106,0.1525620824571673,0.4395587429430582,G
112,106,0.07673532141076578,0.8204722341324866,G
115,106,0.5892963322673916,0.934930351471471,G
112,106,0.8277934450725417,0.40697959214878177,G
114,106,0.682857078782752,0.8374879769792987,G
112,106,0.9690418697455366,0.17013778593013495,G
114,106,0.6866806954431013,0.32242705446927145,G
110,106,0.1388487027926142,0.3486001396456472,G
110,106,0.3754601069297979,0.5580452364574874,G
112,106,0.6656923547916186,0.583474978731059,G
112,106,0.003036484346634616,0.45405218381541645,G
113,106,0.2801672805907426,0.6263619386204793,G
110,106,0.31521717449044384,0.1289695742757775,G
113,106,0.14585543931460376,0.12967340338836664,G
114,106,0.9235175271758824,0.6879022200152684,G
114,106,0.23284310580518652,0.14436646185047808,G
111,106,0.9689052850282494,0.341937751645613,G
114,106,0.7889096212603717,0.16204189346963427,G
