Consumer,Producer,Consumerrating,Producerrating,Consumerdis,Consumersat,Consumercum_dis,Consumercum_sat,Producerdis,Producersat,Producercum_dis,Producercum_sat,honesty,bayesT,Consumerbel,Consumerdisbel,Consumerunc,ConsumerT,ConsumerT_dash,Consumersum_tdt
101.0,100.0,0.08531152193839875,0.738863143559551,2.5387705217583302e-17,3.012344601367452e-17,2.5387705217583302e-17,3.012344601367452e-17,7.248003764960516e-18,4.826314746629731e-17,7.248003764960516e-18,4.826314746629731e-17,0.8694315717797755,0.5426557609691993,3.0123446013672846e-14,2.538770521758189e-14,0.9999999999999445,3.0123446013672846e-14,0.9999999999999699,1.0
101.0,100.0,0.8070993435294722,0.7440384268262554,1.0708137513944382e-17,1.0031416494857127e-16,3.6095842731527687e-17,1.304376109622458e-16,1.42087215978384e-17,9.681358086467725e-17,2.1456725362798917e-17,1.4507672833097457e-16,0.8707253925964515,0.7231027163669677,1.3043761096222407e-13,3.6095842731521676e-14,0.9999999999998335,1.3043761096222407e-13,0.9999999999998695,1.0
101.0,100.0,0.5222405159979051,0.2009896801138562,5.304195793721599e-17,1.6900264698781532e-16,8.913780066874367e-17,2.994402579500611e-16,8.870796540507084e-17,1.3333663951996047e-16,1.1016469076786975e-16,2.7841336785093504e-16,0.7725773572017772,0.7533315456329411,2.9944025794994474e-13,8.913780066870904e-14,0.9999999999996114,2.9944025794994474e-13,0.9999999999997006,1.0
101.0,100.0,0.7860491141772575,0.9226449441324795,4.750663991587133e-17,3.965825699341913e-16,1.36644440584615e-16,6.960228278842525e-16,1.7176272819057303e-17,4.269129370310053e-16,1.2734096358692706e-16,7.053263048819403e-16,0.8155530794070466,0.8009645998140718,6.960228278836729e-13,1.3664444058450122e-13,0.9999999999991673,6.960228278836729e-13,0.999999999999304,1.0
101.0,100.0,0.1773649709316092,0.7282402382828237,3.6532334005396497e-16,5.228550796461603e-16,5.0196778063858e-16,1.2188779075304127e-15,1.2068557785002212e-16,7.674928418501031e-16,2.480265414369492e-16,1.4728191467320434e-15,0.837479493091394,0.7505689816810921,1.2188779075283153e-12,5.019677806377162e-13,0.9999999999982792,1.2188779075283153e-12,0.9999999999987811,1.0
101.0,100.0,1.0,0.44834189498827526,0.0,1.7763568394002505e-15,5.0196778063858e-16,2.9952347469306632e-15,4.899708239240794e-16,1.286386015476171e-15,7.379973653610285e-16,2.7592051622082144e-15,0.8120146038970677,0.8061648693039887,2.9952347469201883e-12,5.019677806368245e-13,0.9999999999965028,2.9952347469201883e-12,0.9999999999970047,1.0
101.0,100.0,1.0,0.4427498283557042,0.0,3.552713678800501e-15,5.0196778063858e-16,6.547948425731164e-15,9.898751536573084e-16,2.5628385251431924e-15,1.727872519018337e-15,5.322043687351407e-15,0.7826525033865155,0.8692191768305062,6.547948425685002e-12,5.019677806350412e-13,0.9999999999929501,6.547948425685002e-12,0.999999999993452,1.0
101.0,100.0,1.0,0.520208924912065,0.0,7.105427357601002e-15,5.0196778063858e-16,1.3653375783332166e-14,1.7045603154313047e-15,5.400867042169697e-15,3.4324328344496417e-15,1.0722910729521103e-14,0.7698843733061009,0.9176384243780705,1.3653375783138897e-11,5.019677806314744e-13,0.9999999999858447,1.3653375783138897e-11,0.9999999999863466,1.0
101.0,100.0,1.0,0.9290788096790107,0.0,1.4210854715202004e-14,5.0196778063858e-16,2.786423049853417e-14,5.039253659403848e-16,1.3706929349261618e-14,3.9363582003900265e-15,2.442984007878272e-14,0.8159633071093478,0.9502584811435812,2.7864230497743765e-11,5.01967780624341e-13,0.9999999999716338,2.7864230497743765e-11,0.9999999999721357,1.0
101.0,100.0,1.0,0.083487644423206,0.0,2.842170943040401e-14,5.0196778063858e-16,5.628593992893818e-14,1.3024423929789378e-14,1.539728550061463e-14,1.6960782130179407e-14,3.982712557939735e-14,0.7583656884951949,0.9708100165810923,5.6285939925741815e-11,5.019677806100743e-13,0.9999999999432121,5.6285939925741815e-11,0.999999999943714,1.0
101.0,100.0,1.0,0.33102220815258276,0.0,5.684341886080802e-14,5.0196778063858e-16,1.1312935878974619e-13,1.9013492415280588e-14,3.7829926445527424e-14,3.597427454545999e-14,7.765705202492477e-14,0.7207880538880203,0.9832296218760128,1.1312935877689115e-10,5.019677805815407e-13,0.9999999998863687,1.1312935877689115e-10,0.9999999998868706,1.0
