Consumer,Producer,Consumerrating,Producerrating,Consumerdis,Consumersat,Consumercum_dis,Consumercum_sat,Producerdis,Producersat,Producercum_dis,Producercum_sat,honesty,bayesT,Consumerbel,Consumerdisbel,Consumerunc,ConsumerT,ConsumerT_dash,Consumersum_tdt
101.0,100.0,0.11877863464299299,0.14698604921791236,0.4406106826785035,0.5593893173214965,0.4406106826785035,0.5593893173214965,0.4265069753910438,0.5734930246089562,0.4265069753910438,0.5734930246089562,0.5734930246089562,0.5593893173214965,0.558830486834662,0.44017051216633724,0.0009990009990009992,0.558830486834662,0.44116951316533826,1.0000000000000002
102.0,100.0,0.7830777700407526,0.2920159846514434,0.01355763937245296,0.11144236062754703,0.01355763937245296,0.11144236062754703,0.04424900095928479,0.08075099904071521,0.04424900095928479,0.08075099904071521,0.6460079923257217,0.8915388850203763,0.8844631795837066,0.1076003124797854,0.007936507936507936,0.8844631795837066,0.11553682041629333,0.9999999999999999
102.0,100.0,0.7005140779840011,0.2134145650061482,0.03743574025199986,0.21256425974800014,0.05099337962445282,0.32400662037554717,0.09832317937423148,0.15167682062576854,0.14257218033351626,0.23242781966648374,0.6263576374143979,0.8708979620061884,0.8617197350413489,0.13562069049056602,0.0026595744680851063,0.8617197350413489,0.13828026495865112,1.0
102.0,100.0,0.45830598144680534,0.5109636898228774,0.13542350463829866,0.36457649536170134,0.1864168842627515,0.6885831157372485,0.12225907754428064,0.37774092245571933,0.26483125787779693,0.6101687421222031,0.6715254987850197,0.8174778885384311,0.7860537850881832,0.21280466240040125,0.001141552511415525,0.7860537850881832,0.21394621491181676,1.0
102.0,100.0,0.14844544035234442,0.05547829318564468,0.4257772798238278,0.5742227201761723,0.6121941640865793,1.2628058359134209,0.47226085340717766,0.5277391465928223,0.7370921112849746,1.1379078887150254,0.6342324460136699,0.7344116715857734,0.6731374391862585,0.3263295117732299,0.0005330490405117271,0.6731374391862585,0.3268625608137416,1.0
102.0,101.0,0.5472530233275215,0.10500780067155069,0.22637348833623927,0.7736265116637607,0.22637348833623927,0.7736265116637607,0.44749609966422466,0.5525039003357753,0.44749609966422466,0.5525039003357753,0.6150021999718124,0.743638692780594,0.772853658005755,0.22614734099524406,0.0009990009990009992,0.7731538332334779,0.22684616676652222,1.0
103.0,100.0,0.3341559734773476,0.8386411720533206,1.8480884226364302e-17,3.7030267004893525e-17,1.8480884226364302e-17,3.7030267004893525e-17,4.478607150323317e-18,5.1032544080934507e-17,4.478607150323317e-18,5.1032544080934507e-17,0.9193205860266602,0.6670779867386738,3.703026700489147e-14,1.8480884226363276e-14,0.9999999999999445,3.703026700489147e-14,0.9999999999999629,1.0
103.0,100.0,0.6690394996384337,0.4733287790320646,1.837199838714367e-17,9.265030407537199e-17,3.685288261350797e-17,1.296805710802655e-16,2.923612579630227e-17,8.178617666621338e-17,3.371473294662559e-17,1.328187207471479e-16,0.8279924877713463,0.7507988682789453,1.296805710802439e-13,3.6852882613501835e-14,0.9999999999998335,1.296805710802439e-13,0.9999999999998703,1.0
103.0,100.0,0.003994740799125651,0.9119658537969301,1.1057879714125577e-16,1.1146580778377553e-16,1.4743167975476376e-16,2.4114637886404103e-16,9.773753606786554e-18,2.1227085131824474e-16,4.3488486553412144e-17,3.4508957206539265e-16,0.8662319112489063,0.6679365855537399,2.411463788639473e-13,1.4743167975470648e-13,0.9999999999996114,2.411463788639473e-13,0.9999999999997589,1.0
103.0,100.0,0.3564709228005196,0.035544760776579754,1.428921597045286e-16,3.01197050145534e-16,2.9032383945929235e-16,5.423434290095751e-16,2.141520825612409e-16,2.299371272888217e-16,2.5764056911465305e-16,5.750266993542144e-16,0.7648965822883413,0.6583574269334067,5.423434290091235e-13,2.903238394590506e-13,0.9999999999991673,5.423434290091235e-13,0.9999999999994577,1.0
